gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,1,0,66,1,1,0,1,1,0,1,1,0,104.67582556089272,7018.146020741944,0,1,0,0,0,0,0,0,1,0,1
0,0,0,0,16,1,0,0,0,0,0,0,0,0,73.90312288445276,1182.1105319421413,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,22,1,0,0,0,0,0,0,0,0,87.46449194593978,1905.3601172090168,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,14,1,0,0,0,0,0,0,0,0,89.16287866565732,1264.7433045394766,0,1,0,1,0,0,0,0,0,0,1
0,0,1,0,9,1,0,0,0,1,0,0,0,1,76.92686832871962,657.648957099625,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,19,1,1,0,0,0,0,1,0,1,98.30767668178142,1933.761187378995,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0,13,1,0,0,0,0,0,1,1,1,96.34172844607055,1235.3173670812714,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,75.06873660585822,75.06873660585822,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,4,1,0,0,0,0,0,0,0,1,80.71174604213735,341.6623520630675,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,2,1,0,0,0,0,0,0,1,1,93.09936649646437,182.16051487725025,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,2,1,0,0,0,0,0,1,1,1,95.38011042233961,197.1629833398167,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,6,1,0,0,0,0,0,0,0,0,77.6422159300523,479.8839393856584,0,1,0,1,0,0,0,0,0,0,1
0,1,1,0,26,1,0,0,1,1,0,0,1,1,95.78962742267969,2510.5492874296683,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,8,1,0,0,0,0,0,0,1,1,94.62841432645692,740.3459928679758,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,50,0,0,0,0,0,0,1,0,1,64.39408807524764,3182.203760246109,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,9,0,0,0,0,0,0,0,0,1,45.386105192756176,418.62110435673577,1,0,0,1,0,0,0,0,0,0,1
1,0,0,0,13,1,0,1,0,0,0,1,1,0,105.82276762237211,1349.1260646709638,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,8,1,0,0,0,0,0,0,1,1,82.1375827959541,724.7504914194024,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,24,1,0,0,1,0,0,1,1,1,99.42791284713869,2443.078962526095,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,1,1,0,0,0,0,0,0,0,1,69.65,69.65,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,20,1,1,0,0,0,0,0,0,1,84.93635496768704,1727.8816105956732,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,5,1,0,0,0,0,1,0,0,1,52.40619461821924,271.19074335418634,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,5,0,0,0,0,0,1,0,0,1,46.41729678571498,217.88213054621824,1,0,0,1,0,0,0,0,0,0,1
0,0,1,0,39,1,1,0,0,1,0,0,0,1,90.71068618294329,3610.6360999002577,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,24,1,1,0,0,0,0,1,0,1,91.74076190617424,2269.6421904718254,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,18,1,0,0,0,0,0,0,0,0,75.38249563656206,1394.1802171901516,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,37,1,1,0,0,0,0,1,1,0,94.58079340526314,3474.1101120351295,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,67,1,1,0,1,1,0,1,1,0,106.94659976756165,7157.68123766244,0,1,0,0,0,0,0,0,0,0,1
1,1,0,0,1,0,0,0,0,0,0,0,0,1,25.140229811206044,25.140229811206044,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.85893013539558,70.85893013539558,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,10,1,0,0,0,0,0,1,1,1,98.77540200543355,974.4072568660017,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,24,1,1,0,0,1,0,1,1,1,104.74327370387553,2549.927441927355,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,20,0,0,1,0,0,0,0,0,1,75.51826452057463,1517.6747361314106,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,65,1,1,0,1,0,0,0,1,1,100.35990624451559,6593.635623614493,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.655120824643987,19.655120824643987,0,0,1,1,0,0,0,0,0,0,1
0,1,0,0,23,1,0,0,1,0,0,1,0,1,94.6560376954311,2293.561119046385,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,19,1,1,0,0,0,0,0,0,0,88.46334838406968,1773.121111265498,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,3,0,0,0,0,0,0,0,0,0,35.210034714771346,108.86570839592073,1,0,0,1,0,0,0,0,0,0,1
0,0,1,0,6,1,0,0,0,0,0,0,1,1,84.26193070109028,475.1917295526384,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,70,1,0,1,0,1,1,1,1,1,109.48834598349603,7534.629906868096,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,34,1,1,0,1,1,0,1,1,1,105.04139979331333,3548.1031368975105,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,6,1,0,1,0,0,0,0,0,0,54.627572734470945,365.39206371125715,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.547486186507726,45.547486186507726,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,1,1,1,0,0,0,1,0,0,0,61.5565986352055,61.5565986352055,1,0,0,1,0,0,0,0,0,1,1
0,1,0,0,26,1,1,0,0,0,0,0,0,1,85.74741918226285,2287.78102858647,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,62,1,1,0,0,1,0,1,1,1,103.37976666823309,6386.4661305423715,0,1,0,0,1,0,0,0,1,0,1
0,0,0,1,1,1,0,0,0,1,0,0,0,0,50.412213441086195,50.412213441086195,1,0,0,1,0,0,0,0,0,1,1
1,0,0,0,15,1,0,1,0,0,1,1,0,0,104.82375810508316,1582.576957907335,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,34,1,0,0,0,0,0,0,0,1,76.8590656489944,2598.0403174873354,0,1,0,0,1,0,1,0,0,0,1
0,0,0,0,1,1,1,0,0,0,0,1,1,1,93.5959338326713,93.5959338326713,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,26,1,0,0,0,0,0,1,0,0,90.12432937735151,2343.8947284998153,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,33,1,0,0,0,0,0,1,1,1,94.27353862466443,3111.680632946585,0,1,0,0,0,0,0,0,1,0,1
0,0,0,1,1,1,0,0,0,0,0,0,0,1,71.26374281224942,71.26374281224942,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,14,1,0,0,0,0,0,0,0,0,69.020244415961,1025.136457746252,0,0,0,1,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.634126622976886,45.634126622976886,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,19,1,0,0,0,0,0,0,0,1,55.76410956068278,1049.8227906977022,1,0,0,1,0,0,0,1,0,0,1
0,0,0,0,3,0,0,0,0,0,0,0,0,0,35.30726559232567,108.0489690244644,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,48,1,0,0,0,0,0,0,0,0,29.034886572757195,1107.25685476906,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,4,1,0,0,0,0,0,1,1,1,96.06325947308001,396.14628373381737,0,1,0,1,0,0,0,0,0,0,1
0,0,1,0,70,1,1,0,1,1,1,1,1,1,112.93287439198215,7716.433009809894,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,15,1,0,0,0,0,0,0,0,0,73.91180182977244,1145.988561758232,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,14,1,0,0,0,0,0,1,0,0,89.45833550374036,1267.0566645728622,0,1,0,1,0,0,0,0,0,0,1
0,1,1,0,7,1,0,0,0,0,0,1,1,1,94.16463938406704,685.7482763956,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.538522606504838,24.538522606504838,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,54,1,1,0,0,0,0,1,1,1,98.44035416679904,5282.681459444342,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,25,1,0,0,0,0,0,1,1,1,91.32150671749338,2362.2345889312446,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,2,1,0,0,0,0,0,0,0,1,45.01964606144912,96.71849617313806,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,15,1,1,0,0,0,0,0,0,0,92.10889044690373,1448.3930288109254,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.277416960933856,45.277416960933856,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,9,1,0,0,0,0,0,1,1,0,89.45224984106177,853.5499682123543,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,56,1,1,0,0,0,0,0,1,1,96.53936639364801,5430.732005062273,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,13,1,0,0,0,0,0,0,0,1,73.71348323530292,918.5566039234332,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,14,1,1,0,0,0,0,0,1,1,92.52792554879284,1367.349987570312,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,1,0,0,78.88597359486101,78.88597359486101,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,3,0,0,0,0,0,0,0,0,0,21.57584327604715,58.86659857523679,0,0,0,1,0,0,0,0,1,0,1
1,0,0,0,2,1,0,0,0,0,0,0,1,0,80.21533693393948,159.42326684669698,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,3,1,0,0,0,0,0,0,0,1,50.57748320176839,151.16591233534533,1,0,0,1,0,0,0,0,0,0,1
0,1,0,0,1,1,0,0,0,0,0,0,0,1,76.34696083199687,76.34696083199687,0,1,0,1,0,0,0,0,0,0,1
1,0,1,0,11,1,1,0,0,0,0,1,1,1,101.36645060171978,1141.6909289854427,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.10278522408211,20.10278522408211,0,0,1,1,0,0,0,0,0,1,1
0,0,1,1,41,1,1,0,0,0,0,1,1,1,99.50355273880531,4203.378702569606,0,1,0,0,0,0,0,0,1,0,1
1,0,0,1,67,1,1,0,0,1,0,1,1,0,95.7332673473725,6428.907803709077,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,9,1,1,0,0,0,0,0,1,1,78.56329887191785,792.0026046688151,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,37,1,1,0,0,1,0,0,1,1,99.24126764070519,3773.211705958038,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,30,1,1,0,0,0,0,0,0,1,77.96289650466898,2298.5854943260706,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,1,1,0,0,0,0,1,1,1,95.33233856619846,95.33233856619846,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,27,1,1,0,0,0,0,0,0,1,78.16797073965664,2135.033321632829,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,1,1,0,0,0,0,0,0,0,1,70.26722909715856,70.26722909715856,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,3,1,0,0,0,0,0,0,0,0,55.32807686417105,164.53682514117435,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,35,1,1,0,0,0,0,1,0,1,96.25392571750871,3467.216631401176,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.24474369672894,20.24474369672894,0,0,1,1,0,0,0,0,1,0,1
0,0,0,0,19,1,0,0,0,0,0,1,1,1,95.02231213524512,1776.749888585917,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,3,1,0,0,0,0,0,0,0,1,80.16059040363058,224.35186427368322,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,67,1,1,1,1,1,1,1,1,1,117.97701106529493,7796.937382648172,0,1,0,0,0,0,1,0,0,0,1
0,0,0,0,9,1,1,0,0,0,0,0,0,1,77.80165514821937,808.4077520481022,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,58,1,0,1,1,1,0,1,1,1,108.42712428569332,6144.993246142866,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.833092773368925,45.833092773368925,1,0,0,1,0,0,0,0,0,0,1
1,0,0,0,8,1,0,0,0,1,0,1,1,0,98.44287765787978,779.1989102804497,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.021046687167622,25.021046687167622,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,24,1,1,0,0,1,0,1,1,1,99.40614668294532,2402.878141919282,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0,39,1,1,0,0,1,0,1,1,1,103.93388248457009,4277.319487753254,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,5,1,0,0,0,0,0,0,1,1,91.95991330954259,462.2219826619085,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,9,1,0,0,1,0,0,0,0,1,76.08318919509468,686.0513619553444,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,7,1,0,0,0,0,0,0,0,0,78.7315054338518,522.8358319502865,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,1,0,1,79.35,79.35,0,1,0,1,0,0,0,0,0,0,1
0,0,1,0,48,1,1,0,1,0,0,1,1,1,105.94142590678088,5132.624791356576,0,1,0,1,0,0,0,0,0,0,1
0,0,1,0,9,1,0,0,0,0,0,0,0,1,73.37552144900663,739.3212838616171,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,43,1,1,0,0,1,0,1,0,1,107.07413686748237,4533.889184928806,0,1,0,0,0,0,0,0,1,0,1
0,0,1,1,70,1,1,0,1,1,0,1,1,1,111.77424240052841,7723.8408351805,0,1,0,0,0,1,1,0,0,0,1
1,1,1,0,37,1,1,0,0,0,0,0,0,1,76.49827625399591,2868.151890560134,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,3,1,0,0,0,0,0,0,0,1,84.15764986195784,222.9760614675166,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,4,1,0,0,0,0,0,0,0,1,78.20217249862367,318.26319491526436,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,76.4661834585114,161.8920270654381,0,0,0,1,0,0,0,0,1,0,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,45.923257680046895,80.76191253984759,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,1,0,1,79.4390192074057,79.4390192074057,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,38,0,0,0,0,0,0,0,0,0,56.10060652363675,2184.1355865496353,0,0,0,1,0,0,0,0,1,0,1
0,0,0,0,15,1,0,0,0,0,0,0,1,1,92.3589077357021,1450.9460698290018,0,1,0,1,0,0,0,0,0,0,1
0,1,0,0,19,1,1,0,0,0,0,1,1,0,98.93823649498259,1840.68087579822,0,1,0,1,0,0,0,0,0,0,1
1,0,1,1,4,1,1,0,0,0,0,0,1,1,89.96932813192043,382.37182083517877,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,2,1,0,0,0,0,0,0,0,1,77.35671275744075,158.84342157149786,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,11,1,0,0,0,0,0,0,0,1,63.39867471699302,731.3644016244502,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,31,1,1,0,0,0,0,0,0,1,78.87805086480755,2586.1523729283026,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.2,69.2,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,24,1,0,0,0,0,0,0,0,1,71.63091116231081,1711.3261046678165,0,0,0,1,0,0,0,0,1,0,1
0,0,0,0,12,0,0,0,0,0,0,0,0,1,43.79280430135727,526.2931002137566,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,46.00759537895607,46.00759537895607,1,0,0,1,0,0,0,0,0,1,1
1,0,0,0,1,1,0,0,0,1,0,0,0,0,73.61377752634652,73.61377752634652,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,49,1,1,0,0,1,0,0,0,1,89.22787704215926,4452.240199911743,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.1177651999737,70.1177651999737,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.226143292791946,45.226143292791946,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,10,1,0,0,0,0,0,0,0,1,80.52858299767793,789.3615384558826,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,55.19998617651958,55.19998617651958,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,19,1,0,0,0,0,0,0,0,1,73.15591176872232,1471.1802903632956,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,14,1,1,0,0,1,0,0,0,1,85.75229606085793,1258.493021147204,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,5,1,0,0,0,0,0,1,0,1,85.24947098585065,446.9915809269876,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,52,1,1,0,0,0,0,1,0,0,85.71697762464318,4517.191316512458,0,1,0,1,0,0,1,0,0,0,1
0,1,0,0,18,1,1,0,0,0,0,1,1,0,99.19835928811379,1839.2610388857122,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,43,1,0,0,0,0,0,0,0,1,85.50703400672658,3861.6866742654706,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,56,1,0,0,1,1,0,0,1,1,95.66309144884227,5427.041526329254,0,1,0,0,0,0,1,0,0,0,1
0,0,0,0,6,1,0,0,0,0,0,0,0,0,74.87768055432538,435.79359469260817,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.38439986303093,45.38439986303093,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,74.94574718072555,74.94574718072555,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,1,1,1,0,0,0,0,0,0,1,73.60488728015426,73.60488728015426,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,42,1,1,0,0,0,0,0,0,0,94.8203870391402,4078.2064456180374,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,46.12321087639761,46.12321087639761,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,26,1,1,0,0,0,0,0,1,1,97.04776673461356,2508.2640531034344,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,27,1,1,0,0,0,0,0,0,1,78.86701701973125,2132.2679767895925,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,85.3740277798173,85.3740277798173,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0,3,1,1,0,0,0,0,1,1,1,102.35468506545327,293.6469579662983,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,9,1,1,0,0,0,0,1,1,0,95.71221762172509,929.2595909554045,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,11,1,0,0,0,0,0,1,1,1,96.44224237705996,1061.4189467393276,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,65,1,1,0,0,1,0,1,1,1,80.93371439503976,5265.235503103199,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,55,1,0,0,0,0,0,1,1,1,97.40390225099709,5454.102540523468,0,1,0,0,0,0,0,0,1,0,1
0,1,0,0,49,1,1,0,0,0,0,1,0,1,95.07649223961204,4733.557793235286,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,2,1,1,0,0,0,0,0,0,0,81.3898841953924,155.86950980919454,0,1,0,1,0,0,0,0,0,1,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.30243710473012,20.30243710473012,0,0,1,1,0,0,0,0,0,1,1
0,0,0,0,9,0,0,0,0,0,0,1,0,0,51.5040846343251,445.35050590744765,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,1,1,1,0,0,0,0,0,0,0,50.4374842926265,50.4374842926265,1,0,0,1,0,0,0,0,0,0,1
1,0,0,0,6,1,0,1,0,0,0,0,0,0,53.922006802763114,365.4153882048673,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.1,20.1,0,0,1,1,0,0,0,0,0,1,1
0,1,0,0,2,1,1,0,0,0,0,0,0,0,88.43283513936441,159.426075836878,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,70.14912391059895,70.14912391059895,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,44,1,1,0,0,1,0,0,0,1,89.79246648595921,3947.3093166846475,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,2,1,1,0,0,0,0,1,1,1,94.52776478449631,172.09519576686532,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,17,1,0,0,0,0,0,0,1,0,80.0552721427439,1422.9563828255143,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,2,1,0,0,0,0,0,0,0,1,44.497817941056034,93.31401606928878,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,5,1,0,0,0,1,0,0,1,0,93.09616215390854,498.0294207757962,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.873979869650935,19.873979869650935,0,0,1,1,0,0,0,0,0,1,1
1,0,1,0,14,1,0,0,0,0,0,1,0,1,86.55334735878613,1306.1313237476168,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,5,1,0,0,0,0,0,1,1,1,95.72576437049305,456.2142519338921,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,23,1,1,0,0,0,0,0,0,1,83.36666773766787,1923.5343779117845,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,11,0,0,0,0,0,0,0,0,0,29.899273181388843,307.4471724803537,1,0,0,1,0,0,0,0,0,0,1
1,0,0,0,7,1,0,0,0,0,0,0,0,0,19.57500615120528,155.3007381446338,0,0,1,1,0,0,0,0,0,0,1
1,1,0,0,1,1,0,0,0,0,0,0,0,1,69.6,69.6,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,3,1,0,0,0,0,0,0,0,1,72.74573230469505,209.74780046628047,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,4,1,1,0,1,0,0,0,0,0,83.00481633713298,332.8967602107081,0,1,0,1,0,0,0,0,0,0,1
0,0,1,0,20,1,1,0,0,1,0,1,1,1,105.85642241121735,2239.914603342155,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,4,1,0,0,1,0,0,0,0,0,77.93782550578152,331.0601219191531,0,1,0,1,0,0,0,0,0,0,1
0,0,1,0,20,0,0,0,0,0,0,0,0,0,44.25882021020738,879.3803876432754,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,6,1,1,0,0,0,0,0,0,1,78.5183488251492,471.75275968341384,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,4,1,1,0,0,0,0,0,0,1,86.18264437671363,339.99529688732656,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,7,1,0,0,0,0,0,0,0,0,49.15136514842418,342.9581908905451,1,0,0,1,0,0,0,0,0,0,1
1,0,0,0,16,1,1,0,1,0,0,1,0,1,98.74450210101523,1533.8209315547513,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,5,1,0,0,0,0,0,0,0,1,84.72035381353386,415.5773900393943,0,1,0,1,0,0,0,0,0,0,1
1,1,1,0,35,1,1,0,0,0,0,1,0,1,99.85713487171037,3651.9562251840443,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,13,1,1,0,0,0,1,1,0,1,95.48309063471216,1301.365056250925,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,11,1,0,0,0,0,0,0,0,1,90.8671544741934,973.3328872542413,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,50,1,0,0,0,0,0,1,1,1,79.02026751335032,3887.364723502316,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,13,1,1,0,0,0,0,0,0,0,85.51563666739001,1138.6106797243244,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,20.604378468797105,38.54032464078987,0,0,1,0,0,0,0,0,0,1,1
1,0,0,0,61,1,1,0,0,1,0,1,1,1,105.91963189287631,6426.84411944495,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,4,1,1,0,0,0,0,0,1,1,87.64820428323057,376.1175489977274,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,5,0,0,1,0,1,1,0,0,0,41.76912088481154,221.02766525002727,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,37,1,1,0,0,0,1,0,0,0,96.6378976736601,3475.2928851287597,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,2,1,0,0,0,0,0,1,0,1,88.01934205957058,184.40200654467793,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,17,1,1,0,0,0,0,0,0,1,93.62629025883929,1616.6453206347644,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,1,1,0,0,1,0,0,0,0,0,75.79584210401534,75.79584210401534,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,10,1,0,0,0,0,0,0,0,0,82.73201271169484,865.9983169491933,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,44,1,0,0,1,0,0,0,0,1,92.77157081221884,4106.80853584508,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,8,1,0,0,0,0,0,1,1,0,100.1359972474047,829.3601036642242,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,58,1,0,0,1,0,1,1,0,1,97.57781122981258,5639.869631616995,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,37,1,1,0,0,1,0,0,1,1,99.93408798432017,3750.523879876538,0,1,0,0,0,0,0,0,1,0,1
0,0,0,0,5,1,0,0,0,0,0,0,1,1,91.14483823360935,450.1990847088476,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,51,1,0,0,0,0,0,0,0,1,82.3947026341956,4111.721238993057,0,1,0,1,0,0,0,0,0,0,1
0,0,1,0,60,1,1,0,1,1,0,1,0,1,106.05024373708049,6269.548367755293,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,51.17768959513985,51.17768959513985,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,4,1,0,0,0,0,0,0,0,0,76.17573078872987,335.24170111593514,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.53590344719012,69.53590344719012,0,1,0,1,0,0,0,0,1,0,1
